vf,estimator,variant,budget,n,median,q1,q3
nhanes,MSR,v560_improved,1719,30,0.005706120717424051,0.003459536187973433,0.008419665454259385
nhanes,SVARM,v560_improved,1719,30,0.0035757255136309347,0.0023678614836058556,0.00522459952442809
nhanes,PermSamp,v560_improved,1719,30,0.0001876139035425801,0.0001550986336656772,0.000420455371979994
nhanes,KernelSHAP,v560_improved,1719,30,0.0002674757138697677,0.00018031007119033145,0.0008089196272502187
nhanes,kADDSHAP,v560_improved,1719,30,0.00048501635850249983,0.0002747431458672235,0.0012243730073160028
nhanes,RegressionMSR,v560_improved,1719,30,0.0003979321238442689,0.00028493060907416645,0.00054358489643074
nhanes,OddSHAP,v560_improved,1719,30,2.1928898011532852e-05,1.619779783213307e-05,4.8963378995150786e-05
nhanes,MSR,v560_improved,3175,30,0.00280313928094009,0.0015564886570172366,0.004550841565754171
nhanes,SVARM,v560_improved,3175,30,0.001274224852463231,0.0009539717928219241,0.0015919416892063872
nhanes,PermSamp,v560_improved,3175,30,0.00010280991457708155,6.378531048305811e-05,0.00022417778879040774
nhanes,KernelSHAP,v560_improved,3175,30,0.00013613268632615966,9.958627772644802e-05,0.00040623491122075716
nhanes,kADDSHAP,v560_improved,3175,30,0.0010553725069194823,0.0004641807648533782,0.0025978038231307485
nhanes,RegressionMSR,v560_improved,3175,30,0.00014393632470371937,9.68269388363383e-05,0.0002074531073578331
nhanes,OddSHAP,v560_improved,3175,30,7.2604018587238216e-06,4.893509701305851e-06,1.4619239637528703e-05
nhanes,MSR,v560_improved,5863,30,0.0013465826423277995,0.0008103918270031641,0.0021606876470560326
nhanes,SVARM,v560_improved,5863,30,0.0004972165743705348,0.0003464388001189391,0.0007602879476407283
nhanes,PermSamp,v560_improved,5863,30,6.2916632189172e-05,4.335437832204358e-05,9.65412086430945e-05
nhanes,KernelSHAP,v560_improved,5863,30,6.873981402902331e-05,5.5014654810625995e-05,0.00020048153590460609
nhanes,kADDSHAP,v560_improved,5863,30,9.126783305791878e-05,5.469545318220352e-05,0.00019398207691256558
nhanes,RegressionMSR,v560_improved,5863,30,4.570108984879845e-05,3.238864085323005e-05,5.7108084641977186e-05
nhanes,OddSHAP,v560_improved,5863,30,2.3585727785838317e-06,1.9572195029743758e-06,4.875953967753708e-06
nhanes,MSR,v560_improved,10829,30,0.0009894562415458566,0.0005040768911501434,0.0015764592432368865
nhanes,SVARM,v560_improved,10829,30,0.00028105689333366747,0.00022102672865945602,0.000429807722926211
nhanes,PermSamp,v560_improved,10829,30,4.566392359875814e-05,3.0316094561499374e-05,6.971809972902853e-05
nhanes,KernelSHAP,v560_improved,10829,30,4.664936844515502e-05,3.102031491126438e-05,0.00011298543389925758
nhanes,kADDSHAP,v560_improved,10829,30,1.964489473778939e-05,1.2191644033091984e-05,4.350640354564825e-05
nhanes,RegressionMSR,v560_improved,10829,30,1.3684284167889404e-05,9.497170768346669e-06,2.011913309711324e-05
nhanes,OddSHAP,v560_improved,10829,30,6.891385947250961e-07,6.027599772388234e-07,1.525305525889476e-06
nhanes,MSR,v560_improved,20000,30,0.00047723653030033275,0.00031583771882106064,0.0008014551529888424
nhanes,SVARM,v560_improved,20000,30,0.0001522036914624612,0.00010887443829244706,0.00023273069930603463
nhanes,PermSamp,v560_improved,20000,30,1.7386832165157146e-05,1.1260890664094976e-05,2.3208887499742783e-05
nhanes,KernelSHAP,v560_improved,20000,30,2.243886999077267e-05,1.5315948378588496e-05,5.6397973090367496e-05
nhanes,kADDSHAP,v560_improved,20000,30,6.466781559418898e-06,3.461414028022982e-06,1.4751471224704947e-05
nhanes,RegressionMSR,v560_improved,20000,30,4.635565714718221e-06,3.4004568056426564e-06,5.693598515548779e-06
nhanes,OddSHAP,v560_improved,20000,30,2.456518588678406e-07,2.018140315315681e-07,5.099404694614697e-07
