vf,estimator,variant,n,budget,median,q1,q3,mean,std
nhanes,MSR,v560_improved,30,7900,0.0013750634024410537,0.0006433819926901228,0.0020366829310778465,0.001432869275276665,0.0009502911771006291
nhanes,SVARM,v560_improved,30,7900,0.00039376135187541434,0.00029148979480430703,0.0006402381511670631,0.00046800880425937086,0.00023220004457065544
nhanes,PermSamp,v560_improved,30,7900,5.935628759034368e-05,3.935716034229323e-05,0.00010618703847895486,7.708922567889494e-05,5.249115552262573e-05
nhanes,KernelSHAP,v560_improved,30,7900,5.980336801258404e-05,4.330876768646412e-05,0.0001278485836799611,9.371079489926074e-05,6.539551068544751e-05
nhanes,kADDSHAP,v560_improved,30,7900,3.94231298158171e-05,2.4229394472360123e-05,0.00010713208785342168,6.746216198300271e-05,6.304343882436964e-05
nhanes,RegressionMSR,v560_improved,30,7900,2.7349245238345963e-05,1.752860132057564e-05,3.238158085548753e-05,2.7154362887528642e-05,1.1360268658908657e-05
nhanes,OddSHAP,v560_improved,30,7900,1.4075589903438045e-06,1.0792370137636043e-06,2.479727432520851e-06,1.8465482363842816e-06,1.1591905230248578e-06
