vf,estimator,variant,budget,n,median,q1,q3
independentlinear60,PermSamp,v522_merged,5521,30,0.00013968943184248232,9.949436697479622e-05,0.00025088894015155557
independentlinear60,KernelSHAP,v522_merged,5521,30,0.0002031091113713196,0.00013446457621221522,0.0002938778910619439
independentlinear60,kADDSHAP,v522_merged,5521,30,4.4272969543612847e-05,3.0217085508098356e-05,5.76452194261871e-05
independentlinear60,RegressionMSR,v522_merged,5521,30,0.0001755819431687147,0.00015012111120428582,0.00020269236585501035
independentlinear60,OddSHAP,v522_merged,5521,30,2.775138489317031e-06,2.5240566386322056e-06,3.764726731121505e-06
independentlinear60,MSR,v522_merged,10508,30,0.0035158430813799365,0.0026152323375276806,0.006366742156347803
independentlinear60,SVARM,v522_merged,10508,30,0.001921824716785789,0.0016071660445575108,0.0023204875365771035
independentlinear60,PermSamp,v522_merged,10508,30,0.000110520304000569,7.89660183675429e-05,0.00018919277447241122
independentlinear60,KernelSHAP,v522_merged,10508,30,0.00012039094788594869,7.636930533410757e-05,0.000143800329004283
independentlinear60,kADDSHAP,v522_merged,10508,30,1.2514702827690573e-05,9.063793567031594e-06,1.6932294465000276e-05
independentlinear60,RegressionMSR,v522_merged,10508,30,5.885279975484739e-05,4.6613164693882835e-05,6.907107042291579e-05
independentlinear60,OddSHAP,v522_merged,10508,30,1.0981833574155254e-06,9.293412044441497e-07,1.2938721872118821e-06
independentlinear60,MSR,v522_merged,20000,30,0.0016902708348826524,0.001282707494626949,0.003070520359661707
independentlinear60,SVARM,v522_merged,20000,30,0.0009646984894694695,0.0008482809873137228,0.0010951748729797375
independentlinear60,PermSamp,v522_merged,20000,30,4.074215229885717e-05,3.219922476165882e-05,6.789558167727666e-05
independentlinear60,KernelSHAP,v522_merged,20000,30,5.998807029464033e-05,4.452308365990513e-05,7.94882672010631e-05
independentlinear60,kADDSHAP,v522_merged,20000,30,4.484537134329982e-06,3.4310430416474856e-06,6.822536690625288e-06
independentlinear60,RegressionMSR,v522_merged,20000,30,2.013463659166299e-05,1.615664224471893e-05,2.383844517812994e-05
independentlinear60,OddSHAP,v522_merged,20000,30,4.4343329123756783e-07,3.171404598374654e-07,4.967178979151395e-07
